City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Arlit,NE,18.7369,7.3853,85.96,30,98,22.82,overcast clouds
350,Katsuura,JP,35.1333,140.3,65.34,82,100,13.82,overcast clouds
351,Monmouth,US,40.3001,-74.1663,67.95,83,100,4.61,overcast clouds
352,Gogrial,SS,8.5332,28.1004,84.0,52,67,5.79,broken clouds
353,Zabaykalsk,RU,49.6333,117.3167,59.61,35,77,6.49,broken clouds
354,Hami,CN,42.8,93.45,76.14,15,0,12.55,clear sky
355,Binabalian,PH,16.4202,119.9279,78.48,87,100,10.02,light rain
356,Suruc,TR,36.9761,38.425,67.87,44,0,12.53,clear sky
357,San Juan,AR,-31.5375,-68.5364,65.23,21,1,8.61,clear sky
358,Torbay,CA,47.6666,-52.7314,46.44,75,42,17.05,scattered clouds
359,Olafsvik,IS,64.8945,-23.7142,46.72,85,91,10.02,overcast clouds
360,Laguna,US,38.421,-121.4238,88.29,27,0,14.97,clear sky
361,Ntoum,GA,0.3833,9.7833,74.55,97,100,0.16,light rain
362,Maracacume,BR,-2.0428,-45.9592,79.3,93,100,2.82,heavy intensity rain
363,Wawa,NG,9.9022,4.4192,89.11,43,69,3.24,broken clouds
364,Tiarei,PF,-17.5333,-149.3333,80.62,76,23,7.14,few clouds
365,Korla,CN,41.7597,86.1469,78.08,17,100,13.4,overcast clouds
366,Mount Vernon,US,40.9126,-73.8371,63.36,83,100,5.75,overcast clouds
367,Moshenskoye,RU,58.5102,34.5911,39.18,73,8,6.33,clear sky
368,Nouadhibou,MR,20.931,-17.0347,67.26,81,28,24.54,scattered clouds
369,Moron,AR,-34.6534,-58.6198,63.97,63,91,3.67,overcast clouds
370,Marrakesh,MA,31.6315,-8.0083,102.27,15,20,12.66,dust
371,Saint Anthony,US,45.0205,-93.218,72.93,48,75,11.5,broken clouds
372,Maragheh,IR,37.3917,46.2398,61.05,47,0,2.53,clear sky
373,Wagga Wagga,AU,-35.1167,147.3667,43.61,80,100,4.56,overcast clouds
374,Bilma,NE,18.6853,12.9164,93.38,19,99,6.67,overcast clouds
375,Saint-Augustin,CA,51.226,-58.6502,48.0,62,100,17.96,overcast clouds
376,Berlevag,NO,70.8578,29.0864,35.6,64,75,4.61,broken clouds
377,Del Rio,US,29.3627,-100.8968,96.24,46,0,11.99,clear sky
378,Vanimo,PG,-2.6741,141.3028,78.04,87,94,2.86,moderate rain
379,Ostrovnoy,RU,68.0531,39.5131,33.03,79,100,16.28,overcast clouds
380,Nabinagar,BD,23.8917,90.9733,75.45,94,100,15.68,moderate rain
381,Senador Jose Porfirio,BR,-2.5908,-51.9542,77.85,94,95,4.83,overcast clouds
382,Huarmey,PE,-10.0681,-78.1522,71.71,75,53,11.12,broken clouds
383,Vigrestad,NO,58.5667,5.7,53.96,91,100,4.16,overcast clouds
384,Windhoek,NA,-22.5594,17.0832,53.22,67,1,9.8,clear sky
385,Whitehorse,CA,60.7161,-135.0538,54.1,37,7,5.01,clear sky
386,Carrara,IT,44.0629,10.0607,73.65,46,97,1.01,overcast clouds
387,Daru,PG,-9.0763,143.2092,79.52,76,94,9.48,overcast clouds
388,Ucluelet,CA,48.9329,-125.5528,53.1,81,4,3.0,clear sky
389,Frederico Westphalen,BR,-27.3592,-53.3944,53.44,77,87,1.74,overcast clouds
390,Chenghai,CN,23.4632,116.768,71.46,87,28,2.68,scattered clouds
391,Sungai Padi,TH,6.0851,101.8766,74.52,95,100,2.68,overcast clouds
392,Broome,US,42.2506,-75.833,68.09,85,100,16.11,overcast clouds
393,Padang,ID,-0.9492,100.3543,78.35,79,100,2.24,light rain
394,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,100,2.24,overcast clouds
395,Nanakuli,US,21.3906,-158.1547,81.61,78,100,8.05,light rain
396,Mackenzie,CA,55.2999,-123.1698,51.22,42,100,11.79,overcast clouds
397,Bukachacha,RU,52.9833,116.9167,49.89,62,0,4.43,clear sky
398,Susanville,US,40.4163,-120.653,72.66,29,0,13.8,clear sky
399,Galle,LK,6.0367,80.217,79.79,88,64,9.69,broken clouds
400,Cabedelo,BR,-6.9811,-34.8339,84.87,77,45,9.89,scattered clouds
401,Sola,VU,-13.8833,167.55,81.59,76,19,16.06,few clouds
402,Buncrana,IE,55.1333,-7.45,62.37,71,3,11.54,clear sky
403,San Rafael,AR,-34.6177,-68.3301,64.6,19,2,7.34,clear sky
404,Kangaatsiaq,GL,68.3065,-53.4641,32.13,81,11,11.34,few clouds
405,San Javier,ES,37.8063,-0.8374,77.22,70,0,16.11,clear sky
406,Aketi,CD,2.7388,23.7833,73.51,91,98,1.7,overcast clouds
407,Savinka,RU,50.0785,47.0994,55.54,69,100,1.72,overcast clouds
408,Acarau,BR,-2.8856,-40.12,82.09,78,95,6.89,overcast clouds
409,La Asuncion,VE,11.0333,-63.8628,83.1,67,26,18.39,scattered clouds
410,Kalininsk,RU,51.5,44.4758,47.5,74,34,5.53,scattered clouds
411,Manono,CD,-7.3,27.4167,73.9,59,42,5.26,scattered clouds
412,Esperance,AU,-33.8667,121.9,61.12,71,38,6.98,scattered clouds
413,Klaksvik,FO,62.2266,-6.589,49.12,97,100,22.44,light rain
414,Talara,PE,-4.5772,-81.2719,81.36,57,0,14.97,clear sky
415,Cumpas,MX,29.9833,-109.7833,89.73,13,0,10.45,clear sky
416,Dubbo,AU,-32.25,148.6167,42.93,87,100,11.5,overcast clouds
417,Baijiantan,CN,45.6333,85.1833,73.27,45,100,24.4,overcast clouds
418,Toluviejo,CO,9.4508,-75.4386,85.01,71,100,4.54,overcast clouds
419,Hervey Bay,AU,-25.2986,152.8535,71.02,79,100,4.0,overcast clouds
420,Sinazongwe,ZM,-17.2614,27.4618,72.75,53,98,3.8,overcast clouds
421,Maniitsoq,GL,65.4167,-52.9,39.47,63,2,9.04,clear sky
422,Khangarh,PK,29.9173,71.1618,100.47,7,4,8.05,clear sky
423,Ola,RU,59.5833,151.2833,35.15,99,100,5.06,light snow
424,Fallon,US,39.4735,-118.7774,80.47,20,75,9.22,broken clouds
425,Los Llanitos,HN,13.2869,-87.3344,91.78,50,72,7.61,broken clouds
426,Hailey,US,43.5196,-114.3153,48.79,21,0,25.01,clear sky
427,Smidovich,RU,48.6,133.8167,41.7,89,86,8.1,overcast clouds
428,Guatire,VE,10.4762,-66.5427,92.7,39,100,6.42,overcast clouds
429,Lillooet,CA,50.6856,-121.942,49.73,73,100,5.21,overcast clouds
430,Bafoulabe,ML,13.8065,-10.8321,102.99,9,77,4.41,broken clouds
431,Morehead,US,37.2711,-87.1764,86.95,63,40,13.8,scattered clouds
432,Gravdal,NO,68.1214,13.5031,48.09,66,0,4.61,clear sky
433,Porangatu,BR,-13.4408,-49.1486,79.23,17,46,7.99,scattered clouds
434,Okhotsk,RU,59.3833,143.3,36.39,85,84,1.81,broken clouds
435,Parintins,BR,-2.6283,-56.7358,75.13,89,100,1.43,overcast clouds
436,Rabo De Peixe,PT,37.8,-25.5833,62.11,72,40,17.27,scattered clouds
437,Byron Bay,AU,-28.65,153.6167,57.7,71,100,12.39,overcast clouds
438,Ruteng,ID,-8.6136,120.4721,62.49,95,46,2.48,scattered clouds
439,Westport,US,41.1415,-73.3579,60.62,89,100,8.05,overcast clouds
440,Florence,IT,43.7667,11.25,76.68,53,0,9.22,clear sky
441,Haines Junction,CA,60.7522,-137.5108,50.61,43,10,3.09,clear sky
442,Estelle,US,29.8458,-90.1067,91.99,53,20,9.22,few clouds
443,Imbituba,BR,-28.24,-48.6703,67.86,68,14,17.0,few clouds
444,Katherine,AU,-14.4667,132.2667,70.12,60,4,3.44,clear sky
445,Ust-Kuyga,RU,70.0167,135.6,31.93,93,99,3.53,overcast clouds
446,Atambua,ID,-9.1061,124.8925,71.28,89,18,5.32,few clouds
447,Banda Aceh,ID,5.5577,95.3222,80.62,81,100,8.84,overcast clouds
448,Maykopskoye,RU,45.3936,40.7658,49.37,68,42,15.57,scattered clouds
449,Nurota,UZ,40.5614,65.6886,70.88,22,100,8.72,overcast clouds
450,Yen Bai,VN,21.7,104.8667,75.29,93,100,2.71,overcast clouds
451,Tefe,BR,-3.3542,-64.7114,86.11,54,0,6.91,clear sky
452,Nexo,DK,55.0607,15.1306,62.69,90,100,11.16,overcast clouds
453,Ransang,PH,8.9603,117.5828,79.54,86,30,3.29,scattered clouds
454,North Platte,US,41.1239,-100.7654,88.12,19,0,18.41,clear sky
455,The Pas,CA,53.8251,-101.2541,51.12,40,100,12.55,overcast clouds
456,Iwanai,JP,42.9744,140.5089,52.61,95,94,2.35,overcast clouds
457,Dubovskoye,RU,47.4092,42.7575,51.75,72,100,9.51,overcast clouds
458,Virginia Beach,US,36.8529,-75.978,89.65,51,75,12.66,broken clouds
459,Sri Aman,MY,1.2376,111.4621,73.98,100,98,0.81,overcast clouds
460,Chabahar,IR,25.2919,60.643,85.19,70,0,4.07,clear sky
461,Chicama,PE,-7.8447,-79.1469,64.94,60,21,11.01,few clouds
462,Ust-Nera,RU,64.5667,143.2,30.97,93,75,4.61,broken clouds
463,Karakol,KG,42.4907,78.3936,50.63,65,15,3.76,few clouds
464,Ilhabela,BR,-23.7781,-45.3581,64.02,76,88,14.18,overcast clouds
465,Bentiu,SS,9.2333,29.8333,87.91,47,98,6.69,overcast clouds
466,Lindi,TZ,-10.0,39.7167,71.58,94,87,3.67,light rain
467,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,93,100,21.85,fog
468,Kodyma,UA,48.0988,29.1246,52.47,70,42,6.13,scattered clouds
469,Tabou,CI,4.423,-7.3528,79.23,85,100,9.42,light rain
470,Mbalmayo,CM,3.5167,11.5,69.12,99,100,4.18,light rain
471,Ojinaga,MX,29.5667,-104.4167,101.57,13,0,5.75,clear sky
472,Alexandria,EG,31.2156,29.9553,75.42,47,1,14.63,clear sky
473,Ensenada,MX,31.8667,-116.6167,63.95,77,27,8.46,scattered clouds
474,Itoman,JP,26.1247,127.6694,73.78,94,75,12.66,light rain
475,Sambava,MG,-14.2667,50.1667,72.18,80,95,10.76,overcast clouds
476,Diego De Almagro,CL,-26.3667,-70.05,70.75,28,0,8.52,clear sky
477,Astakos,GR,38.5356,21.0814,63.41,41,0,7.49,clear sky
478,Ikalamavony,MG,-21.15,46.5833,61.75,83,74,5.35,broken clouds
479,Acajutla,SV,13.5928,-89.8275,85.53,64,74,6.55,broken clouds
480,Roebourne,AU,-20.7833,117.1333,74.52,73,0,6.29,clear sky
481,Ukiah,US,39.1502,-123.2078,80.44,35,0,12.66,clear sky
482,Banjar,ID,-8.19,114.9675,77.83,89,100,3.02,overcast clouds
483,Samarai,PG,-10.6167,150.6667,81.05,76,25,5.57,scattered clouds
484,Leo,BF,11.1,-2.1,90.59,36,47,7.76,scattered clouds
485,Tura,IN,25.5198,90.2201,70.12,92,100,7.16,moderate rain
486,Port Lincoln,AU,-34.7333,135.8667,57.15,62,0,15.21,clear sky
487,Kargasok,RU,59.0556,80.8572,52.27,76,100,10.13,overcast clouds
488,Deputatskiy,RU,69.3,139.9,25.99,98,100,3.56,overcast clouds
489,Abnub,EG,27.2696,31.1511,86.54,11,100,10.98,overcast clouds
490,Fort Myers Beach,US,26.452,-81.9481,94.01,60,0,6.91,clear sky
491,Vizinga,RU,61.0749,50.1031,33.01,81,21,4.59,few clouds
492,Neman,RU,55.0311,22.0264,58.82,75,100,5.75,overcast clouds
493,Port Hawkesbury,CA,45.6169,-61.3485,59.92,46,0,8.01,clear sky
494,Dwarka,IN,22.2394,68.9678,82.35,76,2,14.83,clear sky
495,Vila Velha,BR,-20.3297,-40.2925,76.95,44,0,10.36,clear sky
496,Mao,ES,39.8885,4.2658,72.16,60,0,8.05,clear sky
497,Rio Grande,BR,-32.035,-52.0986,62.71,72,53,12.86,broken clouds
498,Maragogi,BR,-9.0122,-35.2225,81.14,80,98,15.59,overcast clouds
499,Bijapur,IN,16.8333,75.7,75.65,79,100,16.69,overcast clouds
500,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,52.09,55,34,5.84,scattered clouds
501,Pouembout,NC,-21.1333,164.9,72.52,91,4,5.48,clear sky
502,Okha,RU,53.5739,142.9478,33.69,87,100,4.47,overcast clouds
503,Santa Marta De Tormes,ES,40.9506,-5.6272,78.82,43,0,5.75,clear sky
504,Tevaitoa,PF,-16.7833,-151.5,80.24,73,13,8.93,few clouds
505,Puerto Madryn,AR,-42.7692,-65.0385,61.36,28,7,4.0,clear sky
506,Campos Novos,BR,-27.4017,-51.225,48.6,81,63,3.6,broken clouds
507,Jimo,CN,36.3897,120.4622,65.16,61,73,4.61,broken clouds
508,Ponorogo,ID,-7.8685,111.462,75.43,93,94,3.22,overcast clouds
509,Santiago,CL,-33.4569,-70.6483,66.29,45,40,4.61,scattered clouds
510,Wukari,NG,7.85,9.7833,78.35,76,83,5.5,broken clouds
511,Lithgow,AU,-33.4833,150.15,40.3,89,100,5.37,overcast clouds
512,Wellington,NZ,-41.2866,174.7756,55.06,89,75,20.71,moderate rain
513,Itupiranga,BR,-5.1347,-49.3267,84.52,51,52,5.06,broken clouds
514,Cootamundra,AU,-34.65,148.0333,41.95,79,100,8.43,overcast clouds
515,Andenes,NO,69.3143,16.1194,42.78,75,0,9.22,clear sky
516,Samandag,TR,36.0842,35.9771,68.52,85,0,2.46,clear sky
517,General Roca,AR,-39.0333,-67.5833,65.62,24,100,7.81,overcast clouds
518,Labrea,BR,-7.2586,-64.7981,83.39,40,32,2.51,scattered clouds
519,Gwadar,PK,25.1216,62.3254,83.03,86,0,7.23,clear sky
520,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,81,20,5.75,few clouds
521,Metro,ID,-5.1131,105.3067,74.93,92,87,5.44,light rain
522,Qasigiannguit,GL,68.8193,-51.1922,32.25,65,0,3.8,clear sky
523,Candelaria,PH,13.9311,121.4233,77.9,90,100,2.53,overcast clouds
524,Mahajanga,MG,-15.7167,46.3167,75.22,64,20,5.75,few clouds
525,Ballina,AU,-28.8667,153.5667,57.78,69,100,12.86,overcast clouds
526,Truth Or Consequences,US,33.1284,-107.2528,92.91,7,0,13.8,clear sky
527,Pemangkat,ID,1.1667,108.9667,80.8,76,100,1.25,overcast clouds
528,Hobyo,SO,5.3505,48.5268,80.47,79,100,26.11,overcast clouds
529,Kashi,CN,39.4547,75.9797,72.28,35,87,6.2,overcast clouds
530,Hvide Sande,DK,56.0045,8.1294,57.09,95,100,5.73,overcast clouds
531,Malia,GR,35.2833,25.4667,64.81,68,44,16.04,scattered clouds
532,Toyooka,JP,35.5333,134.8333,61.66,60,100,4.45,overcast clouds
533,Paita,PE,-5.0892,-81.1144,74.03,69,6,17.58,clear sky
534,Avallon,FR,47.4833,3.9,63.82,90,100,5.68,overcast clouds
535,Linxia,CN,35.6003,103.2064,53.01,63,83,1.61,broken clouds
536,Nha Trang,VN,12.25,109.1833,80.6,92,100,4.09,overcast clouds
537,Ciudad Bolivar,VE,8.1222,-63.5497,96.42,26,99,5.32,overcast clouds
538,Grahamstown,ZA,-33.3042,26.5328,52.95,96,100,18.99,moderate rain
539,Yerbogachen,RU,61.2767,108.0108,43.81,71,3,10.33,clear sky
540,Peniche,PT,39.3558,-9.3811,67.28,77,100,16.51,overcast clouds
541,Svelgen,NO,61.7685,5.2955,57.13,87,96,8.23,overcast clouds
542,Piranhas,BR,-16.4269,-51.8222,75.61,21,88,4.88,overcast clouds
543,Puke,AL,42.0444,19.8997,58.86,60,0,6.67,clear sky
544,Talakan,RU,50.3167,130.3667,47.52,61,99,5.44,overcast clouds
545,Beyneu,KZ,45.3167,55.2,75.09,32,9,7.78,clear sky
546,Waipawa,NZ,-41.4122,175.5153,54.46,72,26,22.82,light rain
547,Dawei,MM,14.0833,98.2,78.35,95,100,14.54,very heavy rain
548,Kieta,PG,-6.2167,155.6333,78.53,82,3,2.8,clear sky
549,Namatanai,PG,-3.6667,152.4333,78.85,81,16,4.34,few clouds
550,Te Anau,NZ,-45.4167,167.7167,39.67,92,98,2.01,light rain
551,Bouafle,CI,6.9904,-5.7442,82.26,66,100,5.5,overcast clouds
552,Halifax,CA,44.6453,-63.5724,65.68,42,4,15.99,clear sky
553,Biankouma,CI,7.7391,-7.6138,76.84,78,100,2.44,light rain
554,Nevsehir,TR,38.9167,34.6667,45.61,87,75,6.91,broken clouds
555,Holme,DK,56.1138,10.1725,60.37,84,100,8.75,overcast clouds
556,Kayes,ML,14.0,-11.0,103.53,8,100,3.94,overcast clouds
557,Pangnirtung,CA,66.1451,-65.7125,35.06,92,100,1.1,overcast clouds
558,Fairbanks,US,64.8378,-147.7164,60.1,44,40,4.61,scattered clouds
559,Jeremoabo,BR,-10.075,-38.4808,86.67,50,100,9.66,overcast clouds
560,Alice Springs,AU,-23.7,133.8833,44.15,100,0,0.0,clear sky
561,Miraflores,MX,19.2167,-98.8083,81.25,19,18,4.43,few clouds
562,Lasa,IT,46.6166,10.7002,61.81,89,92,4.07,overcast clouds
563,Scalea,IT,39.813,15.7956,65.19,54,0,13.31,clear sky
564,Poddorye,RU,57.4695,31.1156,46.96,83,100,5.93,overcast clouds
565,Caceres,ES,39.522,-6.3748,82.62,34,89,5.97,overcast clouds
566,Vilyuysk,RU,63.7553,121.6247,36.03,96,16,6.2,few clouds
567,Santa Cruz,BO,-17.8,-63.1667,71.65,30,18,5.75,few clouds
568,Dillon,US,34.4166,-79.3712,97.25,32,3,13.0,clear sky
569,Verkh-Usugli,RU,52.7,115.1667,48.27,71,13,3.98,few clouds
570,Dukat,RU,62.55,155.55,28.09,97,100,5.01,overcast clouds
571,Bowen,AU,-20.0167,148.2333,70.68,86,95,11.56,overcast clouds
572,Vanderhoof,CA,54.0166,-124.0198,56.37,38,56,7.05,broken clouds
573,Bugko,PH,12.5356,124.7923,76.39,93,76,5.46,broken clouds
574,Berbera,SO,10.4396,45.0143,91.53,43,74,0.94,broken clouds
575,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,89,75,10.36,broken clouds
576,Vitim,RU,59.4511,112.5578,49.32,70,96,11.18,overcast clouds
577,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,74,20,19.57,few clouds
578,Carlsbad,US,33.1581,-117.3506,80.08,74,100,9.22,overcast clouds
579,Platanos,GR,37.6667,21.6167,59.65,46,0,6.73,clear sky
580,Siilinjarvi,FI,63.0833,27.6667,46.42,57,0,5.75,clear sky
581,Goderich,CA,43.7501,-81.7165,60.91,87,58,8.43,broken clouds
582,Aswan,EG,24.0934,32.907,91.62,9,1,14.99,clear sky
583,Prince Rupert,CA,54.3161,-130.3201,48.29,87,100,3.44,overcast clouds
584,Erenhot,CN,43.6475,111.9767,64.85,24,0,6.8,clear sky
585,Rincon De La Victoria,ES,36.7172,-4.2758,78.35,61,82,1.54,broken clouds
586,Policka,CZ,49.7146,16.2654,53.91,63,77,11.07,broken clouds
587,Kahului,US,20.8947,-156.47,84.22,54,20,11.5,few clouds
588,Marfino,RU,55.7028,37.3822,46.65,81,0,4.47,clear sky
589,Risti,EE,58.9975,24.058,54.54,64,92,5.59,overcast clouds
590,Searcy,US,35.2506,-91.7363,85.98,60,0,19.57,clear sky
591,Tumen,CN,42.9661,129.8425,51.35,94,90,3.6,overcast clouds
592,San Jeronimo,PE,-11.9472,-75.2829,62.73,39,99,4.21,overcast clouds
593,Zhanaozen,KZ,43.3,52.8,71.04,35,6,4.79,clear sky
594,Nioro,GM,13.35,-15.75,92.66,29,32,16.93,scattered clouds
595,Diamantino,BR,-14.4086,-56.4461,72.93,29,71,8.03,broken clouds
596,Pontian Kecil,MY,1.4801,103.3899,80.58,80,39,0.76,scattered clouds
597,Tombouctou,ML,20.0,-3.0,98.2,7,100,9.89,overcast clouds
598,Komsomolskiy,UZ,40.4272,71.7189,72.32,53,18,2.3,few clouds
599,Ranfurly,NZ,-45.1333,170.1,37.44,89,100,3.83,overcast clouds
600,Namibe,AO,-15.1961,12.1522,67.73,81,4,12.53,clear sky
601,Eyl,SO,7.9803,49.8164,81.7,73,86,26.42,overcast clouds
602,Aleksandrovka,UA,46.8383,32.7612,57.9,55,100,7.38,overcast clouds
603,Beloha,MG,-25.1667,45.05,68.83,78,0,8.23,clear sky
604,Tiznit,MA,29.5833,-9.5,78.58,39,4,4.5,clear sky
605,Nishihara,JP,26.1842,127.7558,73.06,94,75,13.8,light rain
606,Peleduy,RU,59.6289,112.7406,49.08,70,100,11.52,overcast clouds
607,Coos Bay,US,43.3665,-124.2179,57.99,80,100,12.66,overcast clouds
608,Langsa,ID,4.4683,97.9683,75.33,97,100,2.21,overcast clouds
609,Swan River,CA,52.1058,-101.2676,42.98,84,100,17.07,moderate rain
610,Copiapo,CL,-27.3667,-70.3333,60.49,43,0,4.76,clear sky
611,Road Town,VG,18.4167,-64.6167,84.29,70,40,8.05,scattered clouds
612,Quartz Hill,US,34.6453,-118.2181,91.69,20,0,26.46,clear sky
613,Salaga,GH,8.5508,-0.5188,84.38,58,4,11.81,clear sky
614,Karratha,AU,-20.7377,116.8463,74.19,74,0,6.93,clear sky
615,Semnan,IR,35.5729,53.3971,75.74,26,0,6.11,clear sky
616,Emba,KZ,48.8264,58.1442,57.4,57,64,6.8,broken clouds
617,Blagoyevo,RU,63.3667,47.9167,36.7,75,100,5.5,overcast clouds
618,Kargopol,RU,61.5071,38.9456,31.77,89,8,5.44,clear sky
619,Shakhovskaya,RU,56.0283,35.5097,44.4,87,100,5.99,overcast clouds
620,Bandarbeyla,SO,9.4942,50.8122,82.4,77,100,13.87,overcast clouds
621,Key West,US,24.5557,-81.7826,91.4,70,0,10.36,clear sky
622,Montepuez,MZ,-13.1256,38.9997,68.9,88,100,5.44,overcast clouds
623,Riberalta,BO,-10.9833,-66.1,77.2,41,95,11.5,overcast clouds
624,Puerto Escondido,MX,15.85,-97.0667,90.43,62,0,5.75,clear sky
625,Yenagoa,NG,4.9247,6.2642,76.89,92,100,4.16,light rain
626,Phuket,TH,8.0,98.25,87.13,94,20,2.3,few clouds
627,Mlonggo,ID,-6.5333,110.7,77.2,81,61,3.65,broken clouds
628,Nador,MA,35.174,-2.9287,69.87,94,100,5.75,overcast clouds
629,Effingham,US,32.3669,-81.3332,95.85,31,5,9.62,clear sky
630,Cooma,AU,-36.2333,149.1333,33.15,95,2,2.91,clear sky
631,Huanren,CN,41.2647,125.3667,51.6,94,94,3.87,light rain
632,Vysokogornyy,RU,50.1167,139.15,39.76,99,100,3.27,overcast clouds
633,Itanhaem,BR,-24.1831,-46.7889,66.43,60,57,12.44,broken clouds
634,Moyale,KE,3.5167,39.0584,66.47,77,8,5.23,clear sky
635,Ochakiv,UA,46.6128,31.5498,60.98,58,100,10.13,overcast clouds
636,Lakes Entrance,AU,-37.8811,147.981,54.57,69,100,6.67,overcast clouds
637,Shkotovo,RU,43.3319,132.3625,45.68,93,25,4.47,scattered clouds
638,Sembakung,ID,3.8167,117.25,73.53,99,100,2.15,overcast clouds
639,Nova Odesa,UA,47.3078,31.7851,55.65,65,75,7.02,broken clouds
640,Dakar,SN,14.6937,-17.4441,79.68,78,0,16.11,clear sky
641,Dustlik,UZ,40.5247,68.0358,72.0,50,100,1.54,overcast clouds
642,Siklos,HU,45.855,18.2975,63.64,39,0,5.75,clear sky
643,Sikonge,TZ,-5.6333,32.7667,66.87,51,23,3.4,few clouds
644,Imari,JP,33.2667,129.8833,63.82,59,100,2.77,light rain
645,Husavik,IS,66.0449,-17.3389,51.1,68,20,14.25,few clouds
646,Zavitinsk,RU,50.1167,129.45,51.17,51,100,10.02,overcast clouds
647,Port Said,EG,31.2565,32.2841,72.21,71,0,11.05,clear sky
648,Alugan,PH,12.2188,125.4808,79.92,84,100,9.4,overcast clouds
649,Zyryanka,RU,65.75,150.85,45.05,53,100,1.45,overcast clouds
650,Lucea,JM,18.451,-78.1736,85.86,75,100,12.1,overcast clouds
651,Kungurtug,RU,50.5994,97.5228,52.81,54,19,2.37,few clouds
652,Lich,DE,50.5209,8.8157,65.75,90,100,4.07,light rain
653,Port Hardy,CA,50.6996,-127.4199,51.98,62,40,12.66,scattered clouds
654,Benjamin Hill,MX,30.1667,-111.1,86.77,15,0,11.77,clear sky
655,Leh,IN,34.1667,77.5833,48.85,47,97,7.61,overcast clouds
656,Hokitika,NZ,-42.7167,170.9667,50.76,91,100,21.63,moderate rain
657,Kazerun,IR,29.6195,51.6541,80.42,10,0,3.44,clear sky
658,Ahipara,NZ,-35.1667,173.1667,62.13,79,100,14.38,overcast clouds
659,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,66.16,41,0,6.96,clear sky
660,Evensk,RU,61.95,159.2333,37.4,93,100,11.83,overcast clouds
661,Shanghai,CN,31.2222,121.4581,66.07,74,0,4.47,clear sky
662,Oktyabrskiy,RU,54.4815,53.471,38.57,93,5,6.15,clear sky
663,Espanola,US,35.9911,-106.0806,89.28,9,21,5.01,few clouds
664,Filingue,NE,14.3521,3.3168,95.61,8,0,6.42,clear sky
665,Gejiu,CN,23.306,103.1635,56.62,97,59,3.89,broken clouds
666,Myitkyina,MM,25.3833,97.4,69.62,93,18,2.66,few clouds
667,Ladybrand,ZA,-29.1945,27.4574,54.18,45,74,4.5,broken clouds
668,Terrace Bay,CA,48.7834,-87.1,47.01,83,100,2.59,overcast clouds
669,Tanete,ID,-3.9443,119.7848,73.85,95,98,4.03,overcast clouds
670,Bathsheba,BB,13.2167,-59.5167,86.61,66,20,18.41,few clouds
671,Turukhansk,RU,65.8167,87.9833,47.84,61,35,12.93,scattered clouds
672,Flinders,AU,-34.5833,150.8552,53.06,71,96,10.8,light rain
673,Sergeyevka,KZ,53.88,67.4158,49.71,62,56,10.29,broken clouds
674,Usinsk,RU,65.9939,57.5281,33.82,73,77,16.42,broken clouds
675,Vanavara,RU,60.34,102.2797,47.05,73,60,3.0,broken clouds
676,Novodmitriyevskaya,RU,44.8347,38.8772,52.9,73,28,9.01,scattered clouds
677,Quatre Cocos,MU,-20.2078,57.7625,75.31,77,87,13.85,overcast clouds
